pedido_id,produto_id,produto_categoria,valor
91,13804,utilidades_domesticas,135
92,12889,automotivo,249
93,1275,beleza_saude,49
94,5340,utilidades_domesticas,85
95,15185,automotivo,117
96,2408,esporte_lazer,269
97,1188,automotivo,166
98,16558,informatica_acessorios,133
99,5324,informatica_acessorios,62
100,5766,cama_mesa_banho,129
101,3950,cama_mesa_banho,143
102,6188,cama_mesa_banho,39
103,16140,beleza_saude,49
104,4228,informatica_acessorios,149
105,2218,utilidades_domesticas,48
106,11612,esporte_lazer,159
107,1905,moveis_decoracao,249
108,15303,utilidades_domesticas,179
109,14365,automotivo,37
110,8876,informatica_acessorios,89
111,10625,moveis_decoracao,88
112,6838,moveis_decoracao,69
113,10995,cama_mesa_banho,109
114,9102,informatica_acessorios,52
115,12103,esporte_lazer,110
116,131,esporte_lazer,39
117,2459,beleza_saude,27
118,1169,moveis_decoracao,99
119,8765,automotivo,27
120,131,esporte_lazer,39
121,15886,automotivo,25
122,11485,beleza_saude,139
123,13827,cama_mesa_banho,31
124,11042,informatica_acessorios,158
125,316,utilidades_domesticas,50
126,2691,automotivo,69
127,14218,beleza_saude,50
128,14723,cama_mesa_banho,39
129,2963,beleza_saude,89
130,1932,beleza_saude,69
131,340,informatica_acessorios,165
132,3698,informatica_acessorios,98
133,2244,esporte_lazer,21
134,1520,esporte_lazer,119
135,8931,beleza_saude,449
136,5535,moveis_decoracao,139
137,10537,beleza_saude,29
138,7305,moveis_decoracao,39
139,4629,automotivo,199
140,44,beleza_saude,32
141,4940,cama_mesa_banho,79
142,4464,utilidades_domesticas,158
143,7042,cama_mesa_banho,1050
144,9166,esporte_lazer,106
145,9988,automotivo,362
146,5382,moveis_decoracao,44
147,4348,automotivo,14
148,2227,automotivo,99
149,4228,informatica_acessorios,149
150,16803,moveis_decoracao,19
151,10850,informatica_acessorios,59
152,3397,moveis_decoracao,29
153,14853,beleza_saude,56
154,4462,beleza_saude,160
155,6485,esporte_lazer,57
156,5011,cama_mesa_banho,64
157,13263,esporte_lazer,64
158,8088,beleza_saude,128
159,1563,moveis_decoracao,189
160,4889,moveis_decoracao,250
161,5453,informatica_acessorios,27
162,9777,beleza_saude,349
163,8786,esporte_lazer,104
164,9831,informatica_acessorios,79
165,14294,beleza_saude,61
166,13352,moveis_decoracao,299
167,5205,beleza_saude,36
168,9612,moveis_decoracao,32
169,8855,informatica_acessorios,173
170,7140,beleza_saude,66
171,5251,cama_mesa_banho,69
172,16831,utilidades_domesticas,69
173,6913,cama_mesa_banho,134
174,1731,cama_mesa_banho,39
175,2092,automotivo,71
176,14308,moveis_decoracao,189
177,7749,moveis_decoracao,35
178,9861,esporte_lazer,45
179,15900,beleza_saude,146
180,10997,informatica_acessorios,79
181,14831,informatica_acessorios,7
182,8691,utilidades_domesticas,85
183,7416,utilidades_domesticas,18
184,1118,cama_mesa_banho,179
185,9183,beleza_saude,154
186,1081,cama_mesa_banho,126
187,3814,cama_mesa_banho,49
188,8844,utilidades_domesticas,8
189,8069,moveis_decoracao,78
190,2185,cama_mesa_banho,229
191,4506,esporte_lazer,89
192,13275,utilidades_domesticas,165
193,15944,esporte_lazer,199
194,3189,automotivo,59
195,1661,informatica_acessorios,110
196,13704,automotivo,208
197,7018,cama_mesa_banho,52
198,10082,beleza_saude,66
199,12919,automotivo,127
200,942,beleza_saude,122
201,11048,esporte_lazer,49
202,5197,automotivo,29
203,3793,beleza_saude,59
204,8799,beleza_saude,102
205,12975,informatica_acessorios,196
206,3946,cama_mesa_banho,119
207,6848,cama_mesa_banho,54
208,15729,informatica_acessorios,88
209,16666,cama_mesa_banho,899
210,11413,utilidades_domesticas,59
211,9612,moveis_decoracao,35
212,12283,informatica_acessorios,14
213,12360,cama_mesa_banho,109
214,13763,informatica_acessorios,13
215,12924,moveis_decoracao,99
216,13178,automotivo,107
217,7402,informatica_acessorios,185
218,11809,esporte_lazer,76
219,1380,moveis_decoracao,45
220,10524,moveis_decoracao,61
221,9867,cama_mesa_banho,79
222,6392,utilidades_domesticas,15
223,12190,esporte_lazer,240
224,1831,cama_mesa_banho,89
225,2036,moveis_decoracao,78
226,643,beleza_saude,28
227,7708,informatica_acessorios,67
228,3910,esporte_lazer,65
229,14561,beleza_saude,104
230,3286,automotivo,3
231,477,cama_mesa_banho,63
232,1743,beleza_saude,159
233,2721,beleza_saude,23
234,16304,cama_mesa_banho,21
235,431,utilidades_domesticas,109
236,9807,cama_mesa_banho,59
237,5197,automotivo,28
238,12003,informatica_acessorios,154
239,3988,cama_mesa_banho,25
240,79,utilidades_domesticas,54
241,14884,utilidades_domesticas,5
242,14202,cama_mesa_banho,127
243,7854,informatica_acessorios,19
244,7801,informatica_acessorios,30
245,6412,cama_mesa_banho,79
246,3949,informatica_acessorios,129
247,10205,automotivo,169
248,11759,beleza_saude,16
249,4014,cama_mesa_banho,59
250,2218,utilidades_domesticas,52
251,11342,moveis_decoracao,99
252,7004,moveis_decoracao,99
253,12428,informatica_acessorios,32
254,6766,moveis_decoracao,79
255,12439,cama_mesa_banho,219
256,1505,beleza_saude,59
257,1258,esporte_lazer,120
258,11116,cama_mesa_banho,139
259,8400,utilidades_domesticas,149
260,6178,informatica_acessorios,36
261,91,moveis_decoracao,45
262,148,esporte_lazer,84
263,6838,moveis_decoracao,75
264,7854,informatica_acessorios,19
265,16446,utilidades_domesticas,59
266,14439,cama_mesa_banho,85
267,12465,moveis_decoracao,64
268,8970,utilidades_domesticas,138
269,5222,utilidades_domesticas,30
270,15363,informatica_acessorios,31
271,2534,utilidades_domesticas,71
272,10144,esporte_lazer,45
273,16853,informatica_acessorios,35
274,6280,cama_mesa_banho,59
275,6075,informatica_acessorios,59
276,9242,beleza_saude,7
277,16031,informatica_acessorios,24
278,6838,moveis_decoracao,69
279,15389,beleza_saude,234
280,97,cama_mesa_banho,24
281,2202,esporte_lazer,43
282,15334,cama_mesa_banho,189
283,16669,moveis_decoracao,14
284,2803,utilidades_domesticas,75
285,8957,beleza_saude,39
286,11252,automotivo,66
287,4793,esporte_lazer,139
288,5164,beleza_saude,56
289,9593,informatica_acessorios,190
290,10239,automotivo,359
291,10480,informatica_acessorios,44
292,15512,informatica_acessorios,195
293,7995,moveis_decoracao,49
294,4367,cama_mesa_banho,59
295,11636,moveis_decoracao,320
296,5864,utilidades_domesticas,159
297,6841,informatica_acessorios,133
298,1656,esporte_lazer,148
299,14218,beleza_saude,47
300,701,informatica_acessorios,93
301,11221,esporte_lazer,99
302,11142,moveis_decoracao,35
303,9963,cama_mesa_banho,79
304,4877,informatica_acessorios,51
305,14227,moveis_decoracao,69
306,6238,utilidades_domesticas,139
307,2125,automotivo,12
308,548,utilidades_domesticas,42
309,15818,moveis_decoracao,69
310,3584,informatica_acessorios,12
311,4555,beleza_saude,84
312,12615,automotivo,84
313,8680,cama_mesa_banho,49
314,8273,esporte_lazer,99
315,1662,utilidades_domesticas,79
316,15860,esporte_lazer,104
317,12511,utilidades_domesticas,68
318,3033,esporte_lazer,25
319,2218,utilidades_domesticas,52
320,4685,moveis_decoracao,29
321,8085,informatica_acessorios,46
322,3084,cama_mesa_banho,109
323,1322,esporte_lazer,44
324,3302,moveis_decoracao,59
325,13362,esporte_lazer,158
326,12122,cama_mesa_banho,39
327,7993,automotivo,101
328,7147,cama_mesa_banho,21
329,13958,beleza_saude,359
330,4940,cama_mesa_banho,89
331,2365,cama_mesa_banho,15
332,10159,beleza_saude,339
333,12055,esporte_lazer,59
334,1617,informatica_acessorios,239
335,13267,cama_mesa_banho,78
336,14876,esporte_lazer,59
337,1085,informatica_acessorios,24
338,2119,cama_mesa_banho,44
339,14837,beleza_saude,73
340,12329,cama_mesa_banho,109
341,4471,cama_mesa_banho,75
342,699,cama_mesa_banho,219
343,1475,beleza_saude,34
344,14549,moveis_decoracao,229
345,13254,informatica_acessorios,75
346,8033,utilidades_domesticas,48
347,9247,cama_mesa_banho,151
348,15576,beleza_saude,69
349,14267,cama_mesa_banho,28
350,16605,esporte_lazer,149
351,9817,moveis_decoracao,79
352,11137,informatica_acessorios,92
353,25,moveis_decoracao,39
354,11782,informatica_acessorios,169
355,13273,moveis_decoracao,118
356,4270,beleza_saude,184
357,6795,utilidades_domesticas,76
358,14793,beleza_saude,98
359,4828,moveis_decoracao,49
360,5139,utilidades_domesticas,19
361,1442,utilidades_domesticas,24
362,10237,cama_mesa_banho,138
363,131,esporte_lazer,45
364,764,esporte_lazer,99
365,13275,utilidades_domesticas,165
366,12130,beleza_saude,199
367,0,esporte_lazer,79
368,8296,beleza_saude,330
369,8051,cama_mesa_banho,69
370,11300,esporte_lazer,29
371,14723,cama_mesa_banho,39
372,5945,utilidades_domesticas,113
373,14082,esporte_lazer,195
374,5095,cama_mesa_banho,49
375,3227,beleza_saude,29
376,3012,moveis_decoracao,72
377,14944,moveis_decoracao,38
378,10540,esporte_lazer,106
379,2020,beleza_saude,1240
380,7021,informatica_acessorios,105
381,8663,beleza_saude,24
382,131,esporte_lazer,39
383,10427,automotivo,39
384,8451,informatica_acessorios,28
385,1123,esporte_lazer,1799
386,15008,utilidades_domesticas,72
387,12617,beleza_saude,199
388,11887,utilidades_domesticas,32
389,7349,beleza_saude,59
390,14967,esporte_lazer,84
391,595,beleza_saude,559
392,3978,informatica_acessorios,109
393,1968,automotivo,25
394,3554,moveis_decoracao,38
395,16397,cama_mesa_banho,99
396,16556,cama_mesa_banho,133
397,14587,automotivo,179
398,13639,automotivo,51
399,7749,moveis_decoracao,38
400,5095,cama_mesa_banho,49
401,15363,informatica_acessorios,31
402,13115,utilidades_domesticas,32
403,6144,moveis_decoracao,70
404,7349,beleza_saude,59
405,15159,beleza_saude,40
406,5839,cama_mesa_banho,99
407,7994,esporte_lazer,99
408,7708,informatica_acessorios,67
409,11138,cama_mesa_banho,92
410,11358,automotivo,57
411,2963,beleza_saude,89
412,8017,beleza_saude,76
413,2883,beleza_saude,550
414,3489,beleza_saude,32
415,14794,moveis_decoracao,119
416,7012,esporte_lazer,35
417,1252,utilidades_domesticas,89
418,6764,moveis_decoracao,50
419,16391,moveis_decoracao,59
420,16722,utilidades_domesticas,69
421,13340,cama_mesa_banho,149
422,11483,esporte_lazer,139
423,8300,informatica_acessorios,99
424,2734,esporte_lazer,48
425,15952,esporte_lazer,69
426,10997,informatica_acessorios,84
427,11297,cama_mesa_banho,17
428,16116,cama_mesa_banho,279
429,1915,automotivo,27
430,1731,cama_mesa_banho,45
431,14943,informatica_acessorios,149
432,12413,automotivo,177
433,13620,cama_mesa_banho,349
434,13744,beleza_saude,29
435,4367,cama_mesa_banho,59
436,12150,cama_mesa_banho,56
437,11580,informatica_acessorios,89
438,14260,beleza_saude,89
439,11229,moveis_decoracao,59
440,11157,moveis_decoracao,90
441,12854,informatica_acessorios,25
442,8296,beleza_saude,325
443,14391,esporte_lazer,54
444,1416,cama_mesa_banho,124
445,9811,beleza_saude,54
446,11565,cama_mesa_banho,79
447,13959,utilidades_domesticas,159
448,4843,esporte_lazer,160
449,15423,moveis_decoracao,169
450,1429,beleza_saude,52
451,5578,informatica_acessorios,31
452,6188,cama_mesa_banho,39
453,14161,cama_mesa_banho,134
454,6834,automotivo,180
455,2134,beleza_saude,46
456,15394,moveis_decoracao,169
457,16023,cama_mesa_banho,79
458,10492,beleza_saude,18
459,13178,automotivo,119
460,655,moveis_decoracao,35
461,8307,automotivo,379
462,15970,moveis_decoracao,169
463,4058,cama_mesa_banho,184
464,2283,cama_mesa_banho,41
465,10997,informatica_acessorios,109
466,4228,informatica_acessorios,149
467,893,informatica_acessorios,257
468,6505,utilidades_domesticas,104
469,7202,cama_mesa_banho,49
470,5618,automotivo,139
471,14580,beleza_saude,59
472,15191,cama_mesa_banho,59
473,15172,utilidades_domesticas,104
474,3600,cama_mesa_banho,60
475,7138,esporte_lazer,124
476,10891,beleza_saude,58
477,10389,moveis_decoracao,39
478,4889,moveis_decoracao,230
479,2331,cama_mesa_banho,69
480,8336,informatica_acessorios,2649
481,10012,moveis_decoracao,29
482,14721,esporte_lazer,59
483,11595,esporte_lazer,58
484,8611,informatica_acessorios,39
485,14512,beleza_saude,467
486,12832,utilidades_domesticas,260
487,4029,beleza_saude,57
488,14130,utilidades_domesticas,118
489,4940,cama_mesa_banho,89
490,3584,informatica_acessorios,12
491,2882,esporte_lazer,71
492,14004,beleza_saude,69
493,12675,esporte_lazer,125
494,11528,beleza_saude,99
495,6228,beleza_saude,110
496,570,utilidades_domesticas,99
497,12511,utilidades_domesticas,69
498,7409,cama_mesa_banho,69
499,5550,beleza_saude,29
500,7408,moveis_decoracao,125
501,14988,cama_mesa_banho,205
502,7483,utilidades_domesticas,25
503,3825,esporte_lazer,129
504,14218,beleza_saude,47
505,9604,informatica_acessorios,42
506,3388,esporte_lazer,67
507,12511,utilidades_domesticas,68
508,11138,cama_mesa_banho,87
509,14112,informatica_acessorios,29
510,16182,utilidades_domesticas,52
511,4698,beleza_saude,29
512,7535,informatica_acessorios,19
513,11596,informatica_acessorios,105
514,3476,utilidades_domesticas,49
515,11108,moveis_decoracao,99
516,10192,esporte_lazer,189
517,2963,beleza_saude,89
518,6838,moveis_decoracao,75
519,5099,esporte_lazer,97
520,1676,beleza_saude,54
521,5564,beleza_saude,59
522,5157,esporte_lazer,210
523,13239,cama_mesa_banho,45
524,9205,informatica_acessorios,189
525,16827,cama_mesa_banho,126
526,6422,informatica_acessorios,135
527,5205,beleza_saude,36
528,2474,moveis_decoracao,150
529,6498,moveis_decoracao,38
530,8935,beleza_saude,130
531,8185,informatica_acessorios,180
532,9418,automotivo,14
533,8731,cama_mesa_banho,107
534,11303,informatica_acessorios,218
535,1505,beleza_saude,58
536,11193,automotivo,48
537,8576,cama_mesa_banho,126
538,12017,cama_mesa_banho,39
539,5528,esporte_lazer,149
540,16031,informatica_acessorios,24
541,5251,cama_mesa_banho,69
542,15816,cama_mesa_banho,116
543,3581,esporte_lazer,19
544,4583,utilidades_domesticas,89
545,14943,informatica_acessorios,149
546,4508,cama_mesa_banho,85
547,5175,esporte_lazer,29
548,4698,beleza_saude,29
549,16504,esporte_lazer,74
550,3998,automotivo,69
551,15185,automotivo,117
552,13023,automotivo,27
553,11588,moveis_decoracao,109
554,10084,beleza_saude,97
555,11495,cama_mesa_banho,69
556,3034,automotivo,122
557,14258,automotivo,119
558,13373,informatica_acessorios,79
559,9777,beleza_saude,349
560,6400,beleza_saude,58
561,6289,informatica_acessorios,41
562,4228,informatica_acessorios,149
563,5800,beleza_saude,89
564,15102,beleza_saude,44
565,1505,beleza_saude,64
566,2006,automotivo,399
567,10512,automotivo,45
568,3520,beleza_saude,57
569,13801,cama_mesa_banho,40
570,15456,beleza_saude,59
571,2963,beleza_saude,89
572,14862,informatica_acessorios,38
573,12015,cama_mesa_banho,99
574,11022,utilidades_domesticas,71
575,16055,automotivo,179
576,2620,beleza_saude,37
577,10753,informatica_acessorios,69
578,3452,beleza_saude,59
579,2245,moveis_decoracao,230
580,4125,moveis_decoracao,39
581,1117,informatica_acessorios,34
582,4186,beleza_saude,129
583,2815,moveis_decoracao,196
584,13942,informatica_acessorios,199
585,16574,cama_mesa_banho,45
586,4461,beleza_saude,119
587,9077,moveis_decoracao,52
588,15156,utilidades_domesticas,139
589,16436,esporte_lazer,260
590,12598,moveis_decoracao,102
591,13990,beleza_saude,98
592,8605,utilidades_domesticas,67
593,12055,esporte_lazer,59
594,12862,esporte_lazer,179
595,15610,beleza_saude,1199
596,11223,automotivo,129
597,9806,moveis_decoracao,184
598,13786,informatica_acessorios,89
599,6113,utilidades_domesticas,60
600,7554,utilidades_domesticas,44
601,2357,esporte_lazer,45
602,598,informatica_acessorios,69
603,505,automotivo,62
604,8652,esporte_lazer,35
605,4376,utilidades_domesticas,109
606,1505,beleza_saude,58
607,10144,esporte_lazer,49
608,981,cama_mesa_banho,69
609,11838,cama_mesa_banho,86
610,11455,moveis_decoracao,52
611,2963,beleza_saude,89
612,12123,esporte_lazer,62
613,11262,moveis_decoracao,139
614,8470,beleza_saude,69
615,15595,moveis_decoracao,45
616,13276,esporte_lazer,69
617,7680,informatica_acessorios,99
618,8176,beleza_saude,69
619,1388,informatica_acessorios,79
620,6493,cama_mesa_banho,39
621,8300,informatica_acessorios,99
622,6547,cama_mesa_banho,630
623,4932,informatica_acessorios,49
624,13561,esporte_lazer,479
625,16274,cama_mesa_banho,36
626,4469,automotivo,14
627,8691,utilidades_domesticas,85
628,13448,informatica_acessorios,84
629,16792,moveis_decoracao,159
630,13018,cama_mesa_banho,70
631,13623,moveis_decoracao,174
632,4940,cama_mesa_banho,89
633,6496,esporte_lazer,48
634,10271,moveis_decoracao,49
635,13966,esporte_lazer,29
636,9963,cama_mesa_banho,79
637,2082,esporte_lazer,179
638,15880,informatica_acessorios,177
639,713,utilidades_domesticas,177
640,5767,automotivo,19
641,1505,beleza_saude,58
642,206,cama_mesa_banho,22
643,12150,cama_mesa_banho,56
644,1388,informatica_acessorios,98
645,14929,informatica_acessorios,24
646,13880,esporte_lazer,96
647,13990,beleza_saude,98
648,8524,cama_mesa_banho,29
649,15559,cama_mesa_banho,199
650,1829,beleza_saude,110
651,6095,automotivo,49
652,13822,utilidades_domesticas,119
653,9998,esporte_lazer,89
654,10648,esporte_lazer,36
655,16287,beleza_saude,70
656,4810,informatica_acessorios,74
657,4217,cama_mesa_banho,28
658,12736,beleza_saude,189
659,12626,beleza_saude,19
660,9747,esporte_lazer,122
661,1256,automotivo,30
662,3902,beleza_saude,119
663,9427,beleza_saude,1149
664,13986,esporte_lazer,107
665,2121,beleza_saude,116
666,5648,moveis_decoracao,129
667,5076,cama_mesa_banho,159
668,10579,utilidades_domesticas,49
669,906,esporte_lazer,339
670,1921,moveis_decoracao,100
671,7471,informatica_acessorios,288
672,4698,beleza_saude,29
673,14075,cama_mesa_banho,69
674,10547,cama_mesa_banho,139
675,11749,esporte_lazer,159
676,8271,esporte_lazer,13
677,16772,utilidades_domesticas,69
678,9658,informatica_acessorios,75
679,8051,cama_mesa_banho,69
680,13400,beleza_saude,65
681,8987,beleza_saude,89
682,16603,cama_mesa_banho,49
683,6305,automotivo,314
684,4744,automotivo,40
685,9342,cama_mesa_banho,184
686,5138,utilidades_domesticas,69
687,10921,moveis_decoracao,124
688,14218,beleza_saude,59
689,15816,cama_mesa_banho,125
690,14944,moveis_decoracao,38
691,4940,cama_mesa_banho,79
692,8613,informatica_acessorios,18
693,7200,esporte_lazer,36
694,4884,beleza_saude,28
695,12269,moveis_decoracao,10
696,4207,cama_mesa_banho,34
697,4494,beleza_saude,44
698,6188,cama_mesa_banho,39
699,10867,moveis_decoracao,39
700,4423,utilidades_domesticas,379
701,11786,informatica_acessorios,63
702,6510,informatica_acessorios,99
703,6342,beleza_saude,65
704,13373,informatica_acessorios,79
705,6590,automotivo,179
706,6675,esporte_lazer,349
707,1942,esporte_lazer,24
708,10497,utilidades_domesticas,129
709,713,utilidades_domesticas,169
710,15213,automotivo,119
711,12492,beleza_saude,135
712,172,utilidades_domesticas,23
713,5862,informatica_acessorios,276
714,13128,esporte_lazer,119
715,6270,beleza_saude,180
716,7104,automotivo,37
717,15931,automotivo,59
718,1191,informatica_acessorios,32
719,2443,esporte_lazer,199
720,478,automotivo,69
721,9390,cama_mesa_banho,113
722,2482,automotivo,169
723,2462,informatica_acessorios,99
724,16076,utilidades_domesticas,12
725,289,moveis_decoracao,29
726,131,esporte_lazer,39
727,13991,utilidades_domesticas,19
728,185,beleza_saude,119
729,9808,esporte_lazer,149
730,12261,automotivo,124
731,3804,beleza_saude,239
732,9070,beleza_saude,269
733,8525,utilidades_domesticas,46
734,385,cama_mesa_banho,84
735,16372,esporte_lazer,91
736,16077,esporte_lazer,45
737,1258,esporte_lazer,120
738,3910,esporte_lazer,65
739,14833,esporte_lazer,125
740,11550,cama_mesa_banho,49
741,9867,cama_mesa_banho,79
742,14439,cama_mesa_banho,85
743,10521,informatica_acessorios,81
744,8000,utilidades_domesticas,155
745,7698,informatica_acessorios,64
746,296,esporte_lazer,19
747,1710,informatica_acessorios,144
748,4775,informatica_acessorios,90
749,8511,automotivo,39
750,9958,esporte_lazer,89
751,10540,esporte_lazer,107
752,3720,beleza_saude,110
753,15530,esporte_lazer,649
754,5382,moveis_decoracao,44
755,1505,beleza_saude,58
756,4904,beleza_saude,109
757,12701,cama_mesa_banho,56
758,713,utilidades_domesticas,169
759,4940,cama_mesa_banho,89
760,14168,cama_mesa_banho,259
761,15885,esporte_lazer,19
762,7118,cama_mesa_banho,159
763,7749,moveis_decoracao,35
764,3698,informatica_acessorios,98
765,14944,moveis_decoracao,38
766,7708,informatica_acessorios,69
767,8101,beleza_saude,79
768,6838,moveis_decoracao,69
769,6746,moveis_decoracao,196
770,16446,utilidades_domesticas,59
771,1176,utilidades_domesticas,89
772,8185,informatica_acessorios,180
773,6412,cama_mesa_banho,79
774,12778,cama_mesa_banho,89
775,9815,esporte_lazer,269
776,4431,utilidades_domesticas,89
777,16725,automotivo,108
778,11933,beleza_saude,69
779,12154,cama_mesa_banho,89
780,11608,utilidades_domesticas,45
781,4427,beleza_saude,33
782,7995,moveis_decoracao,49
783,853,beleza_saude,23
784,4228,informatica_acessorios,139
785,10997,informatica_acessorios,78
786,275,cama_mesa_banho,109
787,13178,automotivo,119
788,1902,moveis_decoracao,66
789,10797,esporte_lazer,18
790,8874,esporte_lazer,41
791,6913,cama_mesa_banho,134
792,2119,cama_mesa_banho,44
793,3161,moveis_decoracao,66
794,4234,utilidades_domesticas,145
795,5846,beleza_saude,54
796,16341,informatica_acessorios,97
797,5063,cama_mesa_banho,59
798,599,moveis_decoracao,45
799,14730,automotivo,30
800,4525,informatica_acessorios,467
801,7720,esporte_lazer,130
802,12202,utilidades_domesticas,129
803,1587,beleza_saude,189
804,13105,automotivo,379
805,6188,cama_mesa_banho,39
806,15840,cama_mesa_banho,115
807,2763,utilidades_domesticas,131
808,11115,cama_mesa_banho,74
809,578,cama_mesa_banho,15
810,12329,cama_mesa_banho,114
811,5011,cama_mesa_banho,64
812,15506,moveis_decoracao,230
813,11574,cama_mesa_banho,68
814,6838,moveis_decoracao,69
815,249,beleza_saude,87
816,8826,moveis_decoracao,19
817,12751,utilidades_domesticas,89
818,14112,informatica_acessorios,39
819,15194,informatica_acessorios,69
820,5329,beleza_saude,96
821,9562,informatica_acessorios,39
822,3515,informatica_acessorios,34
823,11964,esporte_lazer,219
824,2160,utilidades_domesticas,35
825,15053,informatica_acessorios,34
826,811,cama_mesa_banho,153
827,14716,esporte_lazer,335
828,12612,beleza_saude,49
829,1505,beleza_saude,58
830,3335,informatica_acessorios,79
831,5356,utilidades_domesticas,14
832,9861,esporte_lazer,45
833,4207,cama_mesa_banho,34
834,13773,automotivo,214
835,11375,utilidades_domesticas,149
836,4433,informatica_acessorios,99
837,6422,informatica_acessorios,135
838,3267,beleza_saude,100
839,6838,moveis_decoracao,69
840,5453,informatica_acessorios,25
841,942,beleza_saude,122
842,11776,utilidades_domesticas,194
843,12150,cama_mesa_banho,56
844,8278,automotivo,137
845,10135,utilidades_domesticas,94
846,6709,automotivo,28
847,140,informatica_acessorios,81
848,2408,esporte_lazer,249
849,4899,informatica_acessorios,169
850,14612,cama_mesa_banho,169
851,1505,beleza_saude,68
852,15268,esporte_lazer,439
853,14113,informatica_acessorios,67
854,6154,utilidades_domesticas,42
855,4045,utilidades_domesticas,49
856,9925,esporte_lazer,29
857,958,beleza_saude,99
858,1237,cama_mesa_banho,62
859,9052,esporte_lazer,139
860,4248,cama_mesa_banho,54
861,13178,automotivo,109
862,11565,cama_mesa_banho,79
863,7140,beleza_saude,66
864,9173,beleza_saude,48
865,13019,moveis_decoracao,60
866,403,automotivo,59
867,13448,informatica_acessorios,84
868,12004,automotivo,199
869,16408,cama_mesa_banho,38
870,829,utilidades_domesticas,39
871,1523,esporte_lazer,219
872,11034,esporte_lazer,40
873,8599,esporte_lazer,98
874,3599,moveis_decoracao,49
875,6540,utilidades_domesticas,34
876,1388,informatica_acessorios,86
877,2017,informatica_acessorios,84
878,16485,moveis_decoracao,159
879,16033,beleza_saude,13
880,14606,utilidades_domesticas,53
881,7258,informatica_acessorios,43
882,3333,utilidades_domesticas,69
883,4951,utilidades_domesticas,72
884,10076,utilidades_domesticas,31
885,16234,esporte_lazer,299
886,6061,moveis_decoracao,79
887,6926,informatica_acessorios,695
888,7698,informatica_acessorios,64
889,9787,cama_mesa_banho,29
890,10100,automotivo,79
891,13938,utilidades_domesticas,399
892,5823,automotivo,89
893,1118,cama_mesa_banho,219
894,5787,cama_mesa_banho,24
895,2899,cama_mesa_banho,28
896,9608,beleza_saude,80
897,9166,esporte_lazer,128
898,6392,utilidades_domesticas,16
899,6291,utilidades_domesticas,119
900,2934,esporte_lazer,269
901,7200,esporte_lazer,28
902,853,beleza_saude,23
903,8997,beleza_saude,224
904,14833,esporte_lazer,125
